c4,ETHS 112 CO3,Students will be able to use proper format for all types of technical writing and enhance the language and communication competence.
c4,ETHS 112 CO4,"Students will be able to increase confidence in their ability to read, comprehend, organize and retain written information."
c3,ETEN 114 CO1,Students will be able to analyze the multidisciplinary nature of environmental studies and to understand the interconnection and importance of different species within an ecosystem.
c3,ETEN 114 CO2,Students will be able to appreciate the importance of different natural resources and understand the effects of their over-exploitation.
c3,ETEN 114 CO3,Students will be able to analyze the impacts of different heavy metals on the human health/environment and to understand the importance of different eco-friendly polymers and will also be able to analyze the impacts of different types of pollution on the human health /environment and to understand the importance of green chemistry along with its principles and tools.
c3,ETEN 114 CO4,Students will be able to understand the social issues pertaining to increase in population and to know how to act during the natural disaster and will be acquainted with different environmental protection act.
c1,ETCS 154 CO1,Use control structure in C Programs
c1,ETCS 154 CO2,Write C programs using functions (including recursive functions)
c1,ETCS 154 CO3,Apply the concept of array and strings in programs.
c1,ETCS 154 CO4,Develop Programs using Files.
c1,ETMA 201 CO1,"Ability to understand fourier series and fourier transform, Application of fourier transform to solve partial differential equations."
c1,ETMA 201 CO2,"Ability to express discrete systems as a difference equations, difference equations can be solved by using z-transform."
c1,ETMA 201 CO3,"Ability to solve equations, simultaneous equations. Interpolate the values for equi-spaced and unequi-spaced values."
c1,ETMA 201 CO4,"Ability to differentiate and integrate the discrete system, solve ordinary differential equations."
c1,ETCS 203 CO1,"Apply symbolic logic, predicate calculus and proof techniques."
c1,ETCS 203 CO2,"Use mathematical concepts of sets, relations, combinatory and lattices"
c1,ETCS 203 CO3,Put in to practice the principal of mathematical induction recurrence relation and graph theory
c1,ETCS 203 CO4,Define various algebraic structure and concepts of Boolean Algebra.
c6,ETEC 205 CO1,"Students will be able to understand the basic philosophy underlying the various number systems, negative number representation, binary arithmetic and the theory of Boolean algebra. They will also be able to understand the representation of switching functions using Boolean expressions and their minimization techniques along with some of the programmable logic devices and their use in realization of switching functions. Students will be able to analyse and design various combinational circuits using the concepts of Boolean Algebra."
c6,ETEC 205 CO2,"Students will be aware of different logic families and their characteristics along with the knowledge of different types of memories. Students will also be able to understand the sequential logic circuits, analyse & design both in synchronous and Asynchronous modes for various complex logic and switching devices, their minimization techniques and their realizations."
c6,ETEC 205 CO3,"Students will be able to analyse and design the practical applications of synchronous sequential circuits using different methods, the FSM for completely and incompletely specified sequential circuits."
c6,ETEC 205 CO4,Students will be able to analyse and design the ASM using data path and control subsystem. They will be aware of fault detection and location in combinational and sequential circuits using different fault detection models and experiments.
c1,ETEE 207 CO1,"Will be able to Represent periodic and non periodic signals in terms of mathematical functions develop a basic understanding of Laplace transform, inverse Laplace transform, properties of Laplace transform. Will be able to use the techniques of Laplace for complex waveforms analysis."
c1,ETEE 207 CO2,"Will be able to do System modelling in terms of differential equations. Transient response of R, L, C, series and parallel circuits for impulse, step, ramp, sinusoidal and exponential signals by classical method. Will be able to apply Laplace transform techniques to circuits modelled by differential equations."
c1,ETEE 207 CO3,"Will learn the fundamentals of graph theory, Understand the formulation of incidence matrix, tie-set matrix and cut set matrix, and use of these matrices in formulation of network response equation in nodal and mesh form. Will be able to learn basic concept of two port networks, Correlation between two-port parameters, Circuit analysis using network parameters"
c1,ETEE 207 CO4,"Will be able to Characterize transfer functions of circuits in terms of its poles, zeros and gain constants. Will be able to Synthesize a passive network when the excitation and response are known. Synthesize one port network using two types of elements. Will learn various types of filter circuits and use this knowledge to design the power supply circuits."
c1,ETCS 209 CO1,Apply linear and non-linear data structures for various applications.
c1,ETCS 209 CO2,Implement Binary trees and binary search trees.
c1,ETCS 209 CO3,Distinguish between various types of multi-way trees and graphs.
c1,ETCS 209 CO4,Compare various searching and sorting algorithms..
c1,ETCS 209 CO5,"Will be able to get in-depth knowledge, understanding and implementation of trees and graph."
c6,ETCS 211 CO1,Describe various input/output devices for computer graphics and describe various graphical transformations..
c6,ETCS 211 CO2,Apply various clipping algorithms and select appropriate curve & Illumination model for an application.
c6,ETCS 211 CO3,"Use various shading models, visible surface detection and various multimedia devices."
c6,ETCS 211 CO4,Evaluate various image compression methods.
c1,ETCS 255 CO1,"Implement array, linked list, stack & queues"
c1,ETCS 255 CO2,Design programs for tree and traversals of tree
c1,ETCS 255 CO3,Write Programs for Graph Traversal Algorithms
c1,ETCS 255 CO4,Compare various Sorting and Searching techniques
c1,ETCS 257 CO1,Implement various fundamental graphics functions and algorithms including line and circle drawing algorithms.
c1,ETCS 257 CO2,Apply concepts such as window/viewport clipping and geometric transformations
c1,ETCS 257 CO3,Write programs to implement n-point Bezier curve
c1,ETCS 257 CO4,Create basic animation using Blender
c1,ETMA 202 CO1,"Understand the partial differential equations, solve the partial differential equations and apply the partial differential equations to study the physical phenomenon like initial and boundary value problems arising in the vibration of an elastic string clamped between two fixed points, one dimensional heat flow in a rod , and two dimensional heat flow under steady state condition."
c1,ETMA 202 CO2,"Understand the concept of probability, addition and multiplication laws of probability, conditional probability, probability distributions, expectation, moments, and the applications of these concepts to evaluate various statistical quality measures."
c1,ETMA 202 CO3,"Understand the method of curve fitting and its applications to fit the linear and parabolic curves, correlation, the coefficient of correlation, regression. Lines of regression, sampling, sampling distribution, level of significance, Testing of hypothesis."
c1,ETMA 202 CO4,"Understand the linear programming, formulation of linear programming problems, solution of linear programming problems by Graphical method and Simplex method, Duality, Dual simplex method, solve Assignment and Transportation problems."
c6,ETCS 204 CO1,Define various notation for representing numbers & Components of a processor.
c6,ETCS 204 CO2,Write Programs using assembly language of     .
c6,ETCS 204 CO3,Compare various designs and organizations available for CPU
c6,ETCS 204 CO4,Differentiate between various types of memory and I/O organizations.
c1,ETEC 206 CO1,Distinguish among various types of languages and corresponding machines.
c1,ETEC 206 CO2,Design Context Free Languages and various normal forms of CFL.
c1,ETEC 206 CO3,Describe recursive and recursive enumerable languages and design turing machines.
c1,ETEC 206 CO4,Classify various problems in to complexity classes.
c1,ETEC 206 CO5,Will be able to know about the different set of problems in NP category and their algorithms.
c1,ETCS 208 CO1,Describe basic concepts of DBMS including ER-diagram.
c1,ETCS 208 CO2,Perform Unary Binary Table Operations through SQL
c1,ETCS 208 CO3,Improve database design through Normalization
c1,ETCS 208 CO4,Select appropriate Transaction management technique and Storage Technique.
c6,ETCS 210 CO1,Compare Function oriented (C) and Object Oriented (C++) programming language.
c6,ETCS 210 CO2,"Define encapsulation, data abstraction, objects and classes."
c6,ETCS 210 CO3,Use inheritance and polymorphism in a program.
c6,ETCS 210 CO4,"Apply advanced concepts of C++ such as multiple inheritance, templates, container, streams and mainuplators."
c6,ETCS 210 CO5,Students will be able to understand the power of the programming language through its application in research and application fields
c4,ETEC 208 CO1,"Acquired knowledge about analog communication, different types of communication channels and random variable as well as random processes."
c4,ETEC 208 CO2,To understand the basic concept of amplitude modulation and their different types.
c4,ETEC 208 CO3,Acquired knowledge about Frequency modulation and Phase modulation transmission and reception.
c4,ETEC 208 CO4,To learn the basics of noise and how to deal with it physically and mathematically.
c1,ETCS 254 CO1,List Various components and Instructions of     
c1,ETCS 254 CO2,Write Programs in GNU     simulator using Data Transfer Instructions and memory instructions
c1,ETCS 254 CO3,Use Arithmetic Instructions of      in Assembly Programs
c1,ETCS 254 CO4,Design Assembly Programs using Control Transfer and Logical Instructions
c1,ETCS 256 CO1,Use DDL: for creating a Database schema
c1,ETCS 256 CO2,Write Unary and Binary Table Operations using SQL
c1,ETCS 256 CO3,"Design Queries for Group functions, Joins and retrieval of Data along with understanding the concept of various keys"
c1,ETCS 256 CO4,"Write procedures, functions and triggers through PL/SQL"
c1,ETCS 258 CO1,Design Programs in C Language.
c1,ETCS 258 CO2,Use basic concepts of OOP
c1,ETCS 258 CO3,Implement concepts of Polymorphism and Templates.
c1,ETCS 258 CO4,"Write complex programs using OOP, Generic Programming and File Handling"
c1,ETCS 301 CO1,Analyze the asymptotic performance of various algorithms.
c1,ETCS 301 CO2,Apply dynamic programming for finding optimal solutions.
c1,ETCS 301 CO3,Use Greedy strategy for solving various problems.
c1,ETCS 301 CO4,Select appropriate string matching algorithm and classify problems in various complexity classes.
c1,ETCS 303 CO1,Differentiate between various Software Development Life Cycle (SDLC) Models and Requirement elicitation.
c1,ETCS 303 CO2,Estimate the cost of a project after analyzing SRS.
c1,ETCS 303 CO3,Analyze a software design and estimate the reliability of a software.
c1,ETCS 303 CO4,Describe various techniques involved in software testing and maintenance.
c1,ETCS 303 CO5,"Will be able to design the system with the latest tools, DevOps Scrum"
c2,ETCS 307 CO1,"Describe the architecture, characteristics and compilation process of java."
c2,ETCS 307 CO2,Use fundamental concepts of java programming language.
c2,ETCS 307 CO3,Write programs using threads and components.
c2,ETCS 307 CO4,Connect java program with Database and remote machine.
c2,ETCS 307 CO5,"Will be able to understand, apply and implement the GUI designing using SWINGS and creating Web-based applications"
c2,ETMS 311 CO1,Students will be able to understand the basic philosophy required for good Industrial relations maintained   in   any organization.
c2,ETMS 311 CO2,Students will be aware of different labour laws (nationally or Internationally) provided by the   Government for   the welfare of the labours and also they will be aware of their important participation in any organization.
c2,ETMS 311 CO3,Students will be able to know about the various Trade Unions and their importance in any country.
c2,ETMS 311 CO4,Students will be able to analyse and design the various charts used in work study and students also will be aware of the various Quality techniques and concept of the T.Q.M. (Total Quality Management) in any industry and organization.
c6,ETEC 303 CO1,Students will be able to commute the bandwidth and transmission power by analysing time and frequency domain spectra of signal required under various modulation schemes.
c6,ETEC 303 CO2,Students will become familiar with random process and probability theory.
c6,ETEC 303 CO3,"Students will be able to identify and describe different techniques in modern digital communication in particular source coding, modulation and detection, carrier modulation and various optimum filters."
c6,ETEC 303 CO4,Students will be able to analyze digital modulation techniques and their applications.
c7,ETHS 301 CO1,"Will be able to demonstrate communication competence and develop soft skills like personality development, interpersonal skills, perception and attitudes etc."
c7,ETHS 301 CO2,"Will be able to compose different types of documentation like notice, memorandum, circular, agenda etc."
c7,ETHS 301 CO3,"Will be able to understand the mode, means and purpose of presentation, how to organize content, nuances of delivery voice and body language."
c7,ETHS 301 CO4,Will be able to utilize various interview skills and general etiquettes to meet employers expectation.
c6,ETHS 351 CO1,Will be able to implement and analyze algorithms using divide and conquer
c6,ETHS 351 CO2,Will be able to design Algorithms using dynamic Programming
c6,ETHS 351 CO3,Design Algorithms using Greedy Approach
c6,ETHS 351 CO4,Will be able write programs for various string-matching algorithms
c6,ETHS 353 CO1,Will be able to gather software Requirement specification from the user
c6,ETHS 353 CO2,Will be able to design various UML diagrams
c6,ETHS 353 CO3,Will be able to perform various types of Structural testing
c6,ETHS 353 CO4,Will be able to prepare time line and estimate the cost for a project
c6,ETCS 357 CO1,Design Programs of Java using basic concepts of Java Programming
c6,ETCS 357 CO2,"Implement Inheritance, Packages and Exception handling"
c6,ETCS 357 CO3,Write Programs using Multi-threading and input-output Streams
c6,ETCS 357 CO4,Use concepts of Client Server communication and Object serialization
c6,ETCS 357 CO5,Will be able to implement a prototype using SWINGS and database conectivity
c6,ETCS 359 CO1,Identify & analyze the problem and evaluate its feasibility.
c6,ETCS 359 CO2,Apply the engineering knowledge to design its solution using systematic approach
c6,ETCS 359 CO3,"Develop an engineering project, using the knowledge, skills, ethics and attitudes of a professional engineer"
c6,ETCS 359 CO4,Analyze data and synthesize research findings
c6,ETCS 359 CO5,Report research findings in written and verbal forms
c6,ETCS 359 CO6,Demonstrate capacity to lead and manage change through collaboration with others
c6,ETCS 359 CO7,Develop ability to present and defend their research work to a panel of experts.
c6,ETCS 359 CO8,Use research findings to advance education theory and practice
c1,ETCS 302 CO1,Design Lexical analyzer and parsers.
c1,ETCS 302 CO2,Use compiler generation tools and techniques for SDT and Semantic check.
c1,ETCS 302 CO3,"Compare various symbol table implementations, storage allocation strategies and error handling techniques."
c1,ETCS 302 CO4,Generate and optimize machine code from an Intermediate Represenation.
c1,ETCS 304 CO1,Distinguish various types of  Operating System and compare memory management techniques.
c1,ETCS 304 CO2,Compare process scheduling algorithms and process synchronization mechanism.
c1,ETCS 304 CO3,Describe various deadlock handling and device scheduling strategies
c1,ETCS 304 CO4,Differentiate between various file systems.
c6,ETCS 306 CO1,Understand Computer network architecture and its application for the communication among devices over the internet
c6,ETCS 306 CO2,Analyse the functionalities of data link layer
c6,ETCS 306 CO3,Analysis and application of standard network protocol (IEEE)
c6,ETCS 306 CO4,Examine an interpreting network layer issues
c1,ETCS 308 CO1,"Use markup languages such as HTML, DHTML and XML."
c1,ETCS 308 CO2,Design client side programs and server side programs.
c1,ETCS 308 CO3,Identify security threat to a program and to avoid it using security tools.
c1,ETCS 308 CO4,List latest trends and applications of web technologies.
c1,ETCS 310 CO1,Apply various search strategies for solving a problem.
c1,ETCS 310 CO2,Use Propositional logic and first order logic in reasoning.
c1,ETCS 310 CO3,List various application domains of AI.
c1,ETCS 310 CO4,Discuss various learning techniques.
c6,ETEE 310 CO1,"Students will be able to learn the architecture, PIN diagram, timing diagrams of various instructions for      microprocessor. Students will be able to identify various addressing modes, interrupts of     . Student will also be learning the assembly language programming."
c6,ETEE 310 CO2,"Students will be introduced to the basics of     , difference between      &     . Students will further learn about the architecture, PIN diagram, memory organization and interfacing, addressing modes, instruction set, timing diagrams, assembler directives, interrupts and programming of     ."
c6,ETEE 310 CO3,"Students will implement the concepts of interfacing. They will learn how to interface      (Programmable Peripheral Interface),     /     (Programmable Interval Timer),      (USART),           (Programmable Interrupt Control),      (Keyboard and Display Interface), Sample and Hold Circuit, DAC, ADC, LCD, Stepper Motor with     ."
c6,ETEE 310 CO4,"Students will be given the overview of microcontroller     . They will further come to know about the architecture, memory organization, special function registers, port operations, memory  interfacing, I/O interfacing, interrupts, programmer model, operand addressing, instruction set and programming various resources of     ."
c6,ETCS 352 CO1,Write Programs for non-pre-emptive CPU Scheduling algorithms
c6,ETCS 352 CO2,Design Programs for pre-emptive CPU Scheduling algorithms
c6,ETCS 352 CO3,Implement algorithms related to memory management
c6,ETCS 352 CO4,Solve various process synchronization problems
c6,ETCS 354 CO1,Designing and developing programs that implements various topologies
c6,ETCS 354 CO2,Implementation/ simulation of the data link protocols using NS .
c6,ETCS 354 CO3,Implementation of wireless network topology using wi-fi topology helper provided by NS .
c6,ETCS 354 CO4,Implementation of routing algorithms
c6,ETCS 354 CO5,Program in NS  for connecting multiple routers and nodes and building a hybrid topology and then calculating network performance
c6,ETCS 356 CO1,Use markup languages to design web pages.
c6,ETCS 356 CO2,Apply CSS to improvise the look and feel of web pages.
c6,ETCS 356 CO3,Design forms using JavaScript
c6,ETCS 356 CO4,Write client side and server-side programs using JSP.
c1,ETCS 401 CO1,Will understand the the principles of information security and different types of threats and attacks.
c1,ETCS 401 CO2,"Will understand and analyse the Global Information System, web services, e-commerce and digital forensics."
c1,ETCS 401 CO3,Will be able to anlayse the access control and design related issues with these controls.
c1,ETCS 401 CO4,Will be able to anlayse the access control and design related issues with these controls.
c1,ETCS 401 CO5,Conducted seminars/workshops/summer training (   hrs)
c6,ETCS 403 CO1,"Will clearly understand the testing principles, various terminologies used in testing process and limitations of testing. Also understand various factors involved in  quality management."
c6,ETCS 403 CO2,"Will be familiar with the concept of Black box and White box testing which includes BVA, Equivalence class, Decision Table, Cause effect graphing, Path testing, Cyclomatic Complexity, Graph metrics and Mutation testing."
c6,ETCS 403 CO3,Will be familiar with various quality assurance objectives and planning. Will clearly understand the various standards of quality and challenges in quality assurance.
c6,ETCS 403 CO4,"Will clearly understand the prioritization guidelines and category, regression and slice based testing. Students will also learn the various levels of testing (unit, integration and system). Will be familiar with various static and dynamic tools used for testing. Students will also understand Object oriented testing, Class testing and GUI Testing."
c6,ETCS 403 CO5,Will be able to implement the automated software testing using a tool
c1,ETEC 405 CO1,"Students will be aware of the evolution of mobile radio communications by comparing   various   wireless   systems   and   will   have   an   overview   of generations of cellular systems. Students will also know about PCS, and important concepts of handoff and roaming used for call establishment. Students will be able to understand the basic cellular system and multiple access techniques. Students will be able to understand various fading in wireless channel modelling and will be able to calculate their BER performance."
c1,ETEC 405 CO2,"Students will be aware of the evolution of mobile radio communications by comparing various wireless systems and will have an overview of generations of cellular systems. Students will also know about PCS, and important concepts of handoff and roaming used for call establishment. Students will be able to understand the basic cellular system and multiple access techniques. Students will be able to understand various fading in wireless channel modelling and will be able to calculate their BER performance."
c1,ETEC 405 CO3,"Students will be able to understand  G Networks. Students will understand the entire concept of call transmission, handoff, network signalling, voice signal processing in GSM. Students will also be able to understand Cellular code division multiple access in detail."
c1,ETEC 405 CO4,Students will be aware of  . G Networks like GPRS and EDGE. Students will be able to understand the concepts of Mobile IP. They will understand the architecture and concepts of Wireless LAN and their applications. They will learn about  G Mobile Networks such as WCDMA and CDMA     and will also know about IMT      vision. They will also learn about  G Networks.
c1,ETEC 405 CO5,"Students will be able to understand various Wireless Communication Networks such as WLL, WPAN, Bluetooth, IEEE    .  , Wi-Max, their architecture, and applications and Global Mobile Satellite Systems. Students will have an idea of Adhoc networks"
c1,ETCS 413 CO1,"Will  understand  the  compelling  need  for  data  warehousing,  its  building blocks or architecture, data marts, defining the business requirements, data pre-processing, ETL process, Dimensional Analysis, Information Package."
c1,ETCS 413 CO2,"Would be familiarize with the principles of dimensional modeling, STAR Schema, SNOWFLAKE Schema, Families of Stars, concept of OLAP in the Data warehouse, multi-dimensional analysis, its advantages, OLAP operations, ROLAP and MOLAP models."
c1,ETCS 413 CO3,"Will understand the basics of Data Mining, KDD Process, and Data Mining Techniques: Classification and Prediction, Data Mining Applications."
c1,ETCS 413 CO4,"Will also learn the Clustering Technique, Outliers, MBR, Link Analysis, Neural Networks, Genetic Algorithms, data mining tools."
c1,ETCS 413 CO5,"Will be able to learn, understand & create the advanced applications of data mining"
c6,ETCS 423 CO1,"Will understand the basic concepts regarding database, know about query processing and techniques involved in query optimization and understand the concepts of database transaction and related database facilities including concurrency control, backup and recovery."
c6,ETCS 423 CO2,"Would be able to understand the introductory concepts of some advanced topics in data management like distributed databases, data warehousing, deductive databases and be aware of some advanced databases like partial multimedia and mobile databases."
c6,ETCS 423 CO3,They will be able to differentiate between DBMS and advanced DBMS and use  of  advanced  database  concepts  and  become  proficient  in  creating database queries.
c6,ETCS 423 CO4,"Will gain some confidence on how to deal with problems which may arrive in SQL     , SQL      and various web services."
c2,ETEC 463 CO1,Install and Configure NS  Simulator
c2,ETEC 463 CO2,Create and test simple Wi-Fi network using NS 
c2,ETEC 463 CO3,Analyze and Visualize Data using NetAdmin and Wireshark
c2,ETEC 463 CO4,Generate GSM call between mobile stations using MATLAB/OMNET
c8,ETCS 459 CO1,Identify & analyze the problem and evaluate its feasibility.
c8,ETCS 459 CO2,Apply the engineering knowledge to design its solution using systematic approach
c8,ETCS 459 CO3,"Develop an engineering project, using the knowledge, skills, ethics and attitudes of a professional engineer"
c8,ETCS 459 CO4,Analyze data and synthesize research findings
c8,ETCS 459 CO5,Report research findings in written and verbal forms
c8,ETCS 459 CO6,Demonstrate capacity to lead and manage change through collaboration with others
c8,ETCS 459 CO7,Develop ability to present and defend their research work to a panel of experts.
c8,ETCS 459 CO8,Use research findings to advance education theory and practice
c8,ETCS 461 CO1,Identify & analyze the problem and evaluate its feasibility.
c8,ETCS 461 CO2,Apply the engineering knowledge to design its solution using systematic approach
c8,ETCS 461 CO3,"Develop an engineering project, using the knowledge, skills, ethics and attitudes of a professional engineer"
c8,ETCS 461 CO4,Analyze data and synthesize research findings
c8,ETCS 461 CO5,Report research findings in written and verbal forms
c8,ETCS 461 CO6,Demonstrate capacity to lead and manage change through collaboration with others
c8,ETCS 461 CO7,Develop ability to present and defend their research work to a panel of experts.
c8,ETCS 461 CO8,Use research findings to advance education theory and practice
c1,ETIT 402 CO1,Describe mobile computing architecture.
c1,ETIT 402 CO2,Illustrate various standards for mobile data link layer.
c1,ETIT 402 CO3,Compare various routing and network layer protocols.
c1,ETIT 402 CO4,List techniques required to support mobility and to describe mobile OS.
c1,ETCS 402 CO1,"Will be able to understand and apply the unsupervised learning technique – Clustering, Principal component Analysis, Independent Component Analysis, Hidden Markov Model."
c1,ETCS 402 CO2,"Will be able to understand reinforcement learning and control; analyze the value iteration and policy iteration, linear quadratic regulation."
c1,ETCS 402 CO3,"Will be able to analyse logistic regression and various supervised learning techniques like – Naive Bayes, Support Vector Machine- kernels with combination of classifiers – Bagging and Boosting."
c1,ETCS 402 CO4,"Will be able to understand and apply the unsupervised learning technique – Clustering, Principal component Analysis, Independent Component Analysis, Hidden Markov Model."
c7,ETHS 402 CO1,"Will be able to understand reinforcement learning and control; analyze the value iteration and policy iteration, linear quadratic regulation."
c7,ETHS 402 CO2,Will enable the students to understand the need and importance of value education and professional ethics.
c7,ETHS 402 CO3,"Will be able to realize, engineer’s responsibility for safety towards society."
c7,ETHS 402 CO4,"Will be able to realize, to the national and international values for global development."
c1,ETCS 412 CO1,"Will enable them to understand various professional responsibilities, rights and ethical codes."
c1,ETCS 412 CO2,Will be able to learn and understand various O-O concepts along with their applicability contexts and to develop design solutions for problems on various O-O concepts.
c1,ETCS 412 CO3,Will gain thorough understanding of system development based on user requirements and several types of system models.
